,SPX Index,NKY Index ,SX5E Index,HSCEI Index,KOSPI2 Index,SPGCICP Index,SPGSCLP Index,SPGSGCP Index,TY1 Comdty,TU1 Comdty
2011-05-26,1325.69,9562.05,2799.82,12752.08,276.33,802.5204,563.81,130.61,123.75,109.90625
2011-05-27,1331.1,9521.94,2819.4,12960.82,277.35,818.3839,565.84,131.78,123.859375,109.9140625
2011-05-31,1345.2,9693.73,2861.92,13268.39,282.76,819.5853,577.71,131.74,124.03125,109.9609375
2011-06-01,1314.55,9719.61,2827.66,13232.39,282.75,809.5288,564.15,132.29,124.734375,109.9921875
2011-06-02,1312.94,9555.04,2782.57,12976.86,278.76,793.2203,564.77,131.39,124.390625,109.9453125
2011-06-03,1300.16,9492.21,2789.11,12750.66,278.84,809.2396,563.76,132.22,124.734375,110.0078125
2011-06-06,1286.17,9380.35,2765.33,12750.66,278.84,812.3767,556.95,132.63,124.75,110.015625
2011-06-07,1284.94,9442.95,2774.5,12721.48,276.97,812.8217,557.4,132.35,124.65625,110.0546875
2011-06-08,1279.56,9449.46,2752.06,12581.55,274.46,803.0642,566.62,131.9,125.09375,110.0703125
2011-06-09,1289,9467.15,2778.12,12472.59,272.44,805.1819,573.23,132.24,124.65625,110
2011-06-10,1270.98,9514.44,2732.54,12380.81,269.04,794.7811,558.56,131.09,124.921875,110.0390625
2011-06-13,1271.83,9448.21,2733.95,12432.84,269.79,792.4413,547.33,129.92,124.765625,110.046875
2011-06-14,1287.87,9547.79,2779.94,12488.27,273.67,815.437,558.63,130.67,123.984375,109.9453125
2011-06-15,1265.42,9574.32,2731.5,12397.6,274.53,814.1693,532.89,130.83,125.109375,110.0390625
2011-06-16,1267.64,9411.28,2730.62,12161.42,268.88,806.2965,533.45,131.15,125.578125,110.015625
2011-06-17,1271.5,9351.4,2770.12,12045.05,266.22,808.9875,522.49,131.93,125.375,110.015625
2011-06-20,1278.36,9354.32,2748.01,12009.33,264.39,801.0257,523.77,132.18,125.3125,110.0390625
2011-06-21,1295.52,9459.66,2801.99,12148.74,268.65,807.6976,526.8,132.56,125.25,110.0546875
2011-06-22,1287.14,9629.43,2795.07,12148.94,270.71,802.071,533.73,133.16,123.65625,110.046875
2011-06-23,1283.5,9596.74,2730.86,12066.52,269.34,797.2895,509.17,130.34,124.34375,110.09375
2011-06-24,1268.45,9678.71,2715.88,12436.74,274.31,804.7175,509.96,128.66,124.734375,110.109375
2011-06-27,1280.1,9578.31,2723.93,12478.61,271.44,798.0011,506.88,128.27,124.40625,110.03125
2011-06-28,1296.67,9648.98,2750.49,12486.79,270.41,807.0749,519.64,128.6,123.328125,109.8828125
2011-06-29,1307.41,9797.26,2802.55,12404.52,274.61,829.4479,530.15,129.47,122.84375,109.953125
2011-06-30,1320.64,9816.09,2848.53,12576.68,275.17,838.7885,533.79,128.82,122.328125,109.953125
2011-07-01,1339.67,9868.07,2875.67,12576.68,278.77,840.1229,531.1,127.09,121.984375,109.625
2011-07-05,1337.88,9972.46,2850.51,12842.39,283.88,848.3293,542.01,129.67,122.65625,109.734375
2011-07-06,1339.22,10082.48,2832.63,12598.34,285.12,846.5279,540.67,131.09,122.984375,109.765625
2011-07-07,1353.22,10071.14,2844.51,12640.34,286.07,866.0098,551.97,131.21,122.46875,109.640625
2011-07-08,1343.8,10137.73,2790.09,12756.32,286.05,858.8709,538.15,132.15,123.71875,109.84375
2011-07-11,1319.49,10069.53,2709.14,12497.32,282.46,850.5456,532.25,132.8,124.546875,109.90625
2011-07-12,1313.64,9925.92,2693.53,12032.03,275.9,857.6513,544.87,133.92,124.625,109.8828125
2011-07-13,1317.72,9963.14,2715.05,12293.65,278.32,857.6113,548.39,135.9,124.796875,109.9140625
2011-07-14,1308.87,9936.12,2695.29,12327.21,278.03,855.7488,535.15,136.22,124.4375,109.8984375
2011-07-15,1316.14,9974.47,2675.38,12266.32,279.59,859.4378,543.45,136.29,124.859375,109.921875
2011-07-18,1305.44,9974.47,2622.36,12258.45,276.71,861.3045,535.93,137.35,124.921875,109.921875
2011-07-19,1326.73,9889.72,2657.45,12296.96,276.58,874.2158,544.9,137.24,124.921875,109.890625
2011-07-20,1325.84,10005.9,2705.75,12382.67,280.41,866.6601,547.9,136.89,124.59375,109.8828125
2011-07-21,1343.8,10010.39,2763.34,12322.25,279.2,859.9933,551.97,136.04,124,109.8203125
2011-07-22,1345.02,10132.11,2772.6,12598.77,282.59,859.5488,556.09,137.29,124.328125,109.859375
2011-07-25,1337.43,10050.01,2742.7,12440.64,279.66,857.6599,552.36,138.21,124.125,109.8046875
2011-07-26,1331.94,10097.72,2739.65,12604.68,282.04,872.3491,554.53,138.63,124.53125,109.859375
2011-07-27,1304.89,10047.19,2693.71,12587.66,282.7,868.6379,542.33,138.46,124.234375,109.78125
2011-07-28,1300.67,9901.35,2692.76,12517.53,280.04,871.7935,542.56,138.36,124.5,109.84375
2011-07-29,1292.28,9833.03,2670.37,12373.64,277.11,873.2602,532.87,139.65,125.6875,109.9609375
2011-08-01,1286.94,9965.01,2593.34,12540.4,282.36,857.0821,528.36,138.83,126.140625,109.9609375
2011-08-02,1254.05,9844.59,2544.89,12278.78,275.4,859.6377,522.23,140.79,126.953125,110.0390625
2011-08-03,1260.34,9637.14,2497.83,12007.1,267.8,846.6597,511.88,142.65,127.046875,110.0234375
2011-08-04,1200.07,9659.18,2412.29,11893.5,261.54,830.615,482.37,142.03,128,110.1171875
2011-08-05,1199.38,9299.88,2375.15,11434.59,251.9,802.7923,483.76,141.41,127.046875,110.1015625
2011-08-08,1119.46,9097.56,2286.91,11113.45,242.45,779.8663,452.74,146.67,128.578125,110.1796875
2011-08-09,1172.53,8944.48,2294.24,10426.07,233.52,775.3516,441.53,149.22,129.828125,110.328125
2011-08-10,1120.76,9038.74,2153.77,10580.41,233.23,763.1861,461.42,152.75,130.0625,110.3125
2011-08-11,1172.64,8981.94,2215.45,10502.73,234.14,788.5898,476.95,149.95,129.21875,110.328125
2011-08-12,1178.81,8963.72,2307.33,10452.64,230.38,787.2571,475.01,149.18,129.875,110.3125
2011-08-15,1204.49,9086.41,2324.48,10944.17,230.38,791.0774,488.59,150.5,129.5625,110.296875
2011-08-16,1192.76,9107.43,2323.67,10946.64,242.23,784.1253,481.44,152.81,130.078125,110.3046875
2011-08-17,1193.89,9057.26,2331.12,10936.11,243.43,796.1194,486.31,153.57,130.359375,110.2890625
2011-08-18,1140.65,8943.76,2206.61,10718.46,238.31,778.7946,457.38,155.98,130.78125,110.28125
2011-08-19,1123.53,8719.24,2159.07,10277.38,222.98,783.6145,456.82,158.57,130.796875,110.2734375
2011-08-22,1123.82,8628.13,2183.39,10245.8,219.15,774.2635,467.97,161.97,130.59375,110.2734375
2011-08-23,1162.35,8733.01,2199.98,10578.96,228.12,785.8134,473.62,159.35,130.328125,110.25
2011-08-24,1177.6,8639.61,2238.7,10255.63,225.14,788.1012,472.07,150.44,129.578125,110.2109375
2011-08-25,1159.27,8772.36,2216.7,10430.39,227.02,801.9833,472.84,150.95,129.984375,110.2578125
2011-08-26,1176.8,8797.78,2190.44,10299.58,229,805.9813,473.23,153.87,130.28125,110.28125
2011-08-29,1210.08,8851.35,2239.3,10511.87,235.78,805.9813,483.76,153.38,129.71875,110.2578125
2011-08-30,1212.92,8953.9,2239.14,10747.08,237.64,813.4221,492.8,156.65,130.390625,110.2734375
2011-08-31,1218.89,8955.2,2302.08,10943.29,242.16,823.5727,492.3,156.81,130.03125,110.265625
2011-09-01,1204.42,9060.8,2305.75,10922.53,242.37,811.9118,492.97,156.59,130.609375,110.28125
2011-09-02,1173.97,8950.74,2220.72,10664.45,240.16,805.7148,479.22,160.68,131.296875,110.25
2011-09-06,1165.24,8590.57,2080.1,10347.04,226.65,792.8767,476.84,160.37,131.21875,110.2734375
2011-09-07,1198.62,8763.41,2151.16,10544.86,236.12,807.0697,495.24,155.6,130.890625,110.265625
2011-09-08,1185.9,8793.12,2163.4,10499.89,238.47,809.0687,493.63,159.02,131.234375,110.2890625
2011-09-09,1154.23,8737.66,2073.67,10468.89,233.4,782.7873,483.59,159.19,131.765625,110.328125
2011-09-12,1162.27,8535.67,1995.01,9967.86,233.4,776.7698,488.74,155.24,131.46875,110.25
2011-09-13,1172.87,8616.55,2036.64,9967.86,233.4,778.0708,499.76,156.67,131.0625,110.2578125
2011-09-14,1188.68,8518.57,2083.38,9968.86,225.15,765.5955,492.7,156.37,130.890625,110.2890625
2011-09-15,1209.11,8668.86,2155.62,10051.67,228.58,772.7643,495.91,152.51,130.40625,110.296875
2011-09-16,1216.01,8864.16,2159.28,10249.2,237.5,771.4326,488.1,155.36,130.484375,110.3359375
2011-09-19,1204.09,8864.16,2096.1,9866.97,235.32,741.9363,474.98,152.29,131.421875,110.3671875
2011-09-20,1202.09,8721.24,2140.41,9916.23,237.53,736.6762,481.13,154.88,131.34375,110.3515625
2011-09-21,1166.76,8741.16,2098.49,9822.67,239.51,736.2545,475.59,154.79,131.671875,110.2734375
2011-09-22,1129.56,8560.26,1995.75,9202.7,232.05,680.8573,445.65,149.11,131.75,110.25
2011-09-23,1136.43,8560.26,2026.03,9033.09,218.62,653.2253,441.99,140.38,130.96875,110.2265625
2011-09-26,1162.95,8374.13,2083.35,8735.4,214.18,644.969,444.15,136.53,130.34375,110.1953125
2011-09-27,1175.38,8609.95,2194.03,9294.22,225.29,674.0437,467.46,141.47,129.5625,110.1796875
2011-09-28,1151.06,8615.65,2176.64,9277.49,223.82,643.3267,449.52,138.53,129.671875,110.1640625
2011-09-29,1160.4,8701.23,2212.44,9277.49,230.37,641.3514,454.67,138.46,129.984375,110.1640625
2011-09-30,1131.42,8700.29,2179.66,8917.36,230.41,622.464,438.4,138.88,130.09375,110.1640625
2011-10-03,1099.23,8545.48,2138.24,8408.26,230.41,619.7341,429.59,141.92,130.984375,110.140625
2011-10-04,1123.95,8456.12,2091.09,8102.58,221.93,602.822,418.86,138.35,130.953125,110.125
2011-10-05,1144.03,8382.98,2179.42,8102.58,217.34,604.6419,441.05,140.54,130.109375,110.1015625
2011-10-06,1164.97,8522.02,2248.78,8571.49,223.94,640.6634,457.16,141.53,129.515625,110.078125
2011-10-07,1155.46,8605.62,2269.19,8887.53,230.27,653.3364,459.32,140.04,128.890625,110.0234375
2011-10-11,1195.54,8773.68,2315.97,9257.34,234.8,646.291,475.01,142.2,128.234375,109.9921875
2011-10-12,1207.25,8738.9,2372.15,9455.84,236.66,667.238,473.72,144.05,127.921875,110.0390625
2011-10-13,1203.66,8823.25,2332.52,9802.58,238.09,648.1345,466.36,142.84,128.4375,110.0625
2011-10-14,1224.58,8747.96,2355.48,9584.83,239.67,669.2052,480.44,144.08,128.125,110.109375
2011-10-17,1200.86,8879.6,2315.89,9853.34,243.49,664.7249,478.34,143.53,128.71875,110.0859375
2011-10-18,1225.38,8741.91,2306.81,9340.43,239.89,660.5995,488.89,141.5,128.828125,110.09375
2011-10-19,1209.88,8772.54,2330.08,9449.14,242.11,639.5066,476.52,141,128.84375,110.1015625
2011-10-20,1215.39,8682.15,2271.77,9196.68,235.57,597.3874,475.3,138.08,128.703125,110.1015625
2011-10-21,1238.25,8678.89,2337.51,9219.73,240.02,634.1613,482.65,140.07,128.65625,110.09375
2011-10-24,1254.19,8843.98,2369.07,9717.65,248.21,677.8996,504.02,141.45,128.34375,110.078125
2011-10-25,1229.05,8762.31,2343.96,9860.98,247.2,668.5841,514.51,145.57,129.125,110.1328125
2011-10-26,1242,8748.47,2335.06,10050.59,247.56,682.0693,498.11,147.55,128.578125,110.0703125
2011-10-27,1284.59,8926.54,2476.92,10565.76,251.2,723.4566,518.87,149.62,127.3125,110.015625
2011-10-28,1285.09,9050.47,2462.36,10625.16,252.47,725.7633,515.34,149.58,128.09375,110.0703125
2011-10-31,1253.3,8988.39,2385.22,10512.99,249.88,709.1285,514.62,147.69,129.0625,110.140625
2011-11-01,1218.28,8835.52,2259.73,10184.48,249.92,685.5737,509.1,146.55,130.25,110.1875
2011-11-02,1237.9,8640.42,2291.89,10445.85,248.03,699.3695,510.87,148.07,130.3125,110.2109375
2011-11-03,1261.15,8640.42,2347.94,10294.92,244.09,702.2085,519.48,151.11,130.046875,110.1953125
2011-11-04,1253.23,8801.4,2291.47,10705.48,252.34,697.9056,520.53,150.34,130.25,110.21875
2011-11-07,1261.12,8767.09,2275.92,10646.75,250.78,693.8024,527.49,153.34,130.546875,110.203125
2011-11-08,1275.92,8655.51,2303.2,10686.02,248.32,691.6513,534.52,154.03,130.046875,110.1953125
2011-11-09,1229.1,8755.44,2249.39,10917.7,249.23,676.0006,528.67,153.38,130.8125,110.21875
2011-11-10,1239.69,8500.8,2254.92,10300.18,236.02,662.7641,539.94,150.64,130.34375,110.21875
2011-11-14,1251.78,8603.7,2288.32,10716.9,248.27,687.7696,542.92,152.25,130.453125,110.21875
2011-11-15,1257.81,8541.93,2254,10637.86,246.21,681.0531,549.61,152.58,130.328125,110.1953125
2011-11-16,1236.91,8463.16,2267.96,10332.09,241.98,685.2205,567.13,151.91,130.5,110.171875
2011-11-17,1216.13,8479.63,2242.78,10228.65,244.6,668.2407,546.85,147.29,130.828125,110.15625
2011-11-18,1215.65,8374.91,2236.68,9957.4,239.43,666.7777,539.88,147.72,130.296875,110.1171875
2011-11-21,1192.98,8348.27,2160.28,9725.82,236.64,647.6034,535.74,143.76,130.578125,110.15625
2011-11-22,1188.04,8314.74,2136.81,9745.35,237.8,649.3546,541.76,145.81,130.796875,110.1953125
2011-11-23,1161.79,8314.74,2096.79,9476.15,231.68,641.3524,531.59,145.23,131.21875,110.1796875
2011-11-25,1158.67,8160.01,2111.26,9395.91,231.03,640.5766,534.91,144.35,130.65625,110.1640625
2011-11-28,1192.55,8287.49,2221.76,9609.86,236.59,664.0734,542.87,146.58,130.71875,110.203125
2011-11-29,1195.19,8477.82,2234.17,9714.09,242.5,663.5192,551.6,146.95,130.46875,110.1875
2011-11-30,1246.96,8434.61,2330.43,9508.94,241.19,698.5871,554.75,149.64,130.15625,110.1953125
2011-12-01,1244.58,8597.38,2313.84,10281.99,251.52,689.9642,553.87,148.74,129.984375,110.1796875
2011-12-02,1244.28,8643.75,2342.5,10350.51,251.19,698.7644,558.07,149.72,130.5,110.1953125
2011-12-05,1257.08,8695.98,2369.39,10412.96,252.22,703.2199,558.23,148.29,130.40625,110.1796875
2011-12-06,1258.47,8575.16,2356.71,10258.54,249.48,693.8212,559.84,148.05,130.15625,110.1953125
2011-12-07,1261.01,8722.17,2344.92,10485.05,251.57,692.4025,555.47,149.17,130.765625,110.234375
2011-12-08,1234.35,8664.58,2288.05,10395.37,250.31,682.713,543.6,146.48,131.171875,110.2578125
2011-12-09,1255.19,8536.46,2342.59,10066.63,244.93,692.0284,549.49,146.77,130.640625,110.2421875
2011-12-12,1236.47,8653.82,2269.46,10059.35,248.55,673.4316,540.53,142.62,131.03125,110.2578125
2011-12-13,1225.73,8552.81,2260.98,9957.15,243.48,672.9266,553.44,142.18,131.3125,110.2421875
2011-12-14,1211.82,8519.13,2205.91,9888.15,242.35,638.3767,524.86,135.67,131.609375,110.2109375
2011-12-15,1215.75,8377.37,2224.89,9678.86,236.72,638.5539,518.96,134.84,131.484375,110.21875
2011-12-16,1219.66,8401.72,2202.72,9867.41,239.82,650.5135,517.19,136.61,131.953125,110.2421875
2011-12-19,1205.35,8296.12,2202.95,9727.08,231.74,642.9834,518.85,136.5,132.125,110.234375
2011-12-20,1241.3,8336.48,2262.39,9740.01,233.83,656.2497,536.45,138.29,131.59375,110.1953125
2011-12-21,1243.72,8459.98,2244.35,9950.71,241.51,660.347,544.33,137.95,130.421875,110.1640625
2011-12-22,1254,8395.16,2273.02,9944.62,241.4,668.2758,549.08,137.69,130.453125,110.1484375
2011-12-23,1265.33,8395.16,2290.37,10132.66,244.22,677.3119,549.91,137.3,129.859375,110.1171875
2011-12-27,1265.43,8440.56,2290.31,10132.66,240.79,677.3119,559.06,136.4,129.953125,110.1171875
2011-12-28,1249.64,8423.62,2255.03,9980.51,238.15,661.2329,548.14,133.72,130.703125,110.1640625
2011-12-29,1263.02,8398.89,2292.28,9944.58,238.08,657.6007,549.74,131.73,130.84375,110.171875
2011-12-30,1257.6,8455.35,2316.55,9936.48,238.08,673.2368,545.22,133.95,131.125,110.1953125
2012-01-03,1277.06,8455.35,2389.91,10235.17,245.82,689.8252,568,136.83,130.546875,110.2421875
2012-01-04,1277.3,8560.11,2349.89,10094.41,244.24,667.5892,569.44,137.87,130.390625,110.2421875
2012-01-05,1281.06,8488.71,2315.75,10140.92,243.56,667.4785,561.66,138.51,130.5,110.25
2012-01-06,1277.81,8390.35,2298.65,9987.33,240.57,671.0442,560.28,138.22,130.75,110.2578125
2012-01-09,1280.7,8390.35,2286.45,10225.81,238.02,663.7134,558.9,137.48,130.859375,110.28125
2012-01-10,1292.08,8422.26,2347.47,10413.61,241.69,685.469,564.02,139.48,130.71875,110.28125
2012-01-11,1292.48,8447.88,2339.51,10517.07,240.83,688.8171,556.51,140.18,131.203125,110.3203125
2012-01-12,1295.5,8385.59,2345.85,10519.21,243.46,708.8858,546.72,140.87,130.96875,110.328125
2012-01-13,1289.09,8500.02,2338.01,10637.03,245.28,708.3722,544.39,139.41,131.546875,110.34375
2012-01-17,1293.67,8466.4,2396.63,10962.42,247.81,726.0151,555.34,141.53,131.59375,110.3515625
2012-01-18,1308.04,8550.58,2390.64,10952.6,247.82,729.5348,554.74,141.89,131.265625,110.328125
2012-01-19,1314.5,8639.68,2435.04,11138.49,251.27,740.8688,553.53,141.43,130.703125,110.3203125
2012-01-20,1315.38,8766.36,2426.96,11146.99,256.61,727.8967,541.36,142.25,130.265625,110.3046875
2012-01-23,1316,8765.9,2441.44,11146.99,256.61,740.8245,548.24,143.47,129.984375,110.3125
2012-01-24,1314.65,8785.33,2432.07,11146.99,256.61,739.9833,544.77,142.3,130.09375,110.3125
2012-01-25,1326.05,8883.69,2421.12,11146.99,257.14,742.5069,547.25,145.34,130.765625,110.3671875
2012-01-26,1318.43,8849.47,2460.4,11416.88,257.52,760.7475,548.9,147.63,131.4375,110.390625
2012-01-27,1316.33,8841.22,2436.62,11446.52,258.65,754.9477,548.13,148.1,131.71875,110.3984375
2012-01-30,1313.01,8793.05,2404.62,11145.6,255.21,746.2923,543.84,148.02,132.03125,110.3984375
2012-01-31,1312.41,8802.51,2416.66,11299.05,256.9,736.4415,542.19,148.53,132.25,110.375
2012-02-01,1324.09,8809.79,2470.79,11253.8,257.06,746.9121,537.4,149.3,131.984375,110.3671875
2012-02-02,1325.54,8876.82,2478.15,11583.47,260.35,738.2788,530.51,150.14,132.171875,110.3671875
2012-02-03,1344.9,8831.93,2515.15,11605.57,258.53,757.6926,538.66,148.52,131.328125,110.328125
2012-02-06,1344.33,8929.2,2507.89,11564.86,258.93,751.8928,533.54,147.21,131.671875,110.3515625
2012-02-07,1347.05,8917.52,2514.12,11499.77,259.8,750.299,541.8,149.21,131.15625,110.3125
2012-02-08,1349.96,9015.59,2512.92,11705.86,262.94,758.9665,543.43,147.75,131.09375,110.3046875
2012-02-09,1351.95,9002.24,2522.34,11669.15,264.5,774.9931,549.66,148.6,130.78125,110.2734375
2012-02-10,1342.64,8947.17,2480.76,11405.22,261.17,750.3217,543.1,147.24,131.390625,110.2734375
2012-02-13,1351.77,8999.18,2491.54,11467.66,262.75,745.2952,555.49,147.21,131.125,110.2265625
2012-02-14,1350.5,9052.07,2488.29,11413.16,262.38,744.344,554.33,146.59,131.53125,110.21875
2012-02-15,1343.23,9260.34,2493.96,11685.73,265.88,740.3624,560.15,147.48,131.578125,110.234375
2012-02-16,1358.04,9238.1,2489.35,11577.36,261.89,734.3015,562.89,147.5,130.984375,110.203125
2012-02-17,1361.23,9384.17,2520.31,11711.51,265.82,723.5069,568.15,147.29,130.921875,110.21875
2012-02-21,1362.21,9463.02,2541.6,11689.69,265.89,747.7064,582.69,150.07,130.640625,110.203125
2012-02-22,1357.66,9554,2519,11823.6,266.63,746.6446,582.85,151.16,131.046875,110.2265625
2012-02-23,1363.46,9595.57,2508.08,11714.29,263.58,742.9505,591.35,152.45,131.203125,110.2109375
2012-02-24,1365.74,9647.38,2523.69,11689.84,265.2,756.0678,601.99,151.6,131.1875,110.1875
2012-02-27,1367.59,9633.93,2513.06,11540.23,261.3,756.5102,595.35,151.47,131.625,110.234375
2012-02-28,1372.18,9722.52,2519.72,11761.3,263.45,761.62,584.33,152.62,131.671875,110.2421875
2012-02-29,1365.68,9723.24,2512.11,11826.76,267.13,752.1747,587.18,146.04,131.265625,110.2109375
2012-03-01,1374.09,9707.37,2548.66,11602.44,267.13,763.5887,596.89,146.97,130.890625,110.234375
2012-03-02,1369.63,9777.03,2546.16,11738.71,267.45,759.2753,585.15,145.92,131.390625,110.2578125
2012-03-05,1364.33,9698.59,2529.86,11470.7,264.75,752.5729,585.26,145.41,131.203125,110.2109375
2012-03-06,1343.36,9637.63,2443.52,11119.17,262.85,733.6159,574.19,142.7,131.71875,110.265625
2012-03-07,1352.63,9576.06,2460.77,10976.49,260.35,734.2353,582.19,143.71,131.515625,110.203125
2012-03-08,1365.91,9768.96,2514.22,11168.5,262.85,737.5358,584.48,144.97,131.21875,110.1875
2012-03-09,1370.87,9929.74,2515.95,11256.28,265.62,752.6508,588.95,146.06,131.0625,110.15625
2012-03-12,1371.09,9889.86,2514.97,11225.91,263.74,747.8627,583.25,145.05,131.078125,110.1640625
2012-03-13,1395.95,9899.08,2556.82,11356.28,266.9,757.8071,585.4,144.58,130.484375,110.1328125
2012-03-14,1394.28,10050.52,2574.79,11300.41,269.85,749.6634,578.36,140.19,129.234375,110.03125
2012-03-15,1402.6,10123.28,2593.97,11240.57,269.76,758.6923,576.72,141.59,129.34375,110.078125
2012-03-16,1404.17,10129.83,2608.3,11216.39,268.27,753.9123,587.26,141.28,129.046875,110.09375
2012-03-19,1409.75,10141.99,2608.42,11036.1,270.27,759.3119,592.61,142.27,128.53125,110.0546875
2012-03-20,1405.52,10141.99,2576.61,10870.61,269.68,746.8308,579.02,140.54,128.546875,110.0390625
2012-03-21,1402.89,10086.49,2567.58,10776,267.79,749.1323,585.57,140.82,128.96875,110.09375
2012-03-22,1392.78,10127.08,2530.22,10767.49,267.98,734.571,575.09,140.15,128.734375,110.09375
2012-03-23,1397.11,10011.47,2525.43,10658.07,267.95,742.4491,583.38,141.86,129.046875,110.125
2012-03-26,1416.51,10018.24,2539.87,10591.52,267.41,756.5235,584.26,143.84,129.0625,110.140625
2012-03-27,1412.52,10255.15,2525.21,10811.07,270.71,756.0809,585.89,143.8,129.59375,110.1796875
2012-03-28,1405.54,10182.57,2496.68,10701.37,269.64,739.3952,575.41,141.48,129.578125,110.1640625
2012-03-29,1403.28,10114.79,2452.74,10532.98,267.13,739.705,561.06,141.01,129.90625,110.1640625
2012-03-30,1408.47,10083.56,2477.28,10640.16,266.58,748.0257,562.37,142.45,129.484375,110.1484375
2012-04-02,1419.04,10109.87,2501.18,10658.76,268.99,765.5081,574.43,143.12,129.703125,110.09375
2012-04-03,1413.38,10050.39,2458.98,10859.49,272.46,763.1181,567.77,142.46,128.921875,110.0078125
2012-04-04,1398.96,9819.99,2398.46,10859.49,268.33,739.0853,553.91,137.53,129.375,110.0390625
2012-04-05,1398.08,9767.61,2392.54,10744.91,269.96,740.1033,563.95,138.89,129.96875,110.046875
2012-04-09,1382.2,9546.26,2392.54,10744.91,265.88,740.1033,559.31,140.07,131.140625,110.1171875
2012-04-10,1358.59,9538.02,2321.53,10596.91,265.38,710.9364,551.48,141.5,131.59375,110.1875
2012-04-11,1368.71,9458.74,2341.36,10503.83,265.38,712.1314,560.5,141.47,131.328125,110.1796875
2012-04-12,1387.57,9524.79,2352.24,10664.61,263.95,728.2876,565.55,143.2,131.140625,110.1953125
2012-04-13,1370.26,9637.99,2291.51,10936.9,266.86,708.1101,561.28,141.46,131.53125,110.21875
2012-04-16,1369.57,9470.64,2301.19,10844.74,264.49,707.7338,561.55,140.56,131.6875,110.2265625
2012-04-17,1390.78,9464.71,2367.05,10794.6,263.32,714.1537,568.45,140.68,131.421875,110.21875
2012-04-18,1385.14,9667.26,2327.84,10896.89,266.22,713.8881,560.19,139.7,131.5625,110.234375
2012-04-19,1376.92,9588.38,2284.67,11047.43,265.58,713.711,558.02,139.86,131.765625,110.234375
2012-04-20,1378.53,9561.36,2311.27,11050.16,261.84,726.6393,564.32,139.97,131.671875,110.234375
2012-04-23,1366.94,9542.17,2244.83,10810.48,261.66,714.3309,560.14,139.11,131.984375,110.265625
2012-04-24,1371.97,9468.04,2284.08,10817.16,260.76,724.0714,562.53,140.06,131.78125,110.25
2012-04-25,1390.69,9561.01,2322.91,10812.79,260.82,728.9416,565.62,139.93,131.6875,110.25
2012-04-26,1399.98,9561.83,2322.69,10911.55,261.51,739.2134,567.96,141.48,131.921875,110.2734375
2012-04-27,1403.36,9520.89,2344.02,10905.1,263.43,747.8913,570.02,141.85,132.15625,110.265625
2012-04-30,1397.91,9520.89,2306.43,11081,264.35,745.9432,569.7,141.8,132.28125,110.2734375
2012-05-01,1405.82,9350.95,2306.69,11081,264.35,748.5111,576.71,141.64,131.96875,110.2578125
2012-05-02,1402.31,9380.25,2290.31,11145.96,266.61,736.2912,571.6,140.93,132.1875,110.2578125
2012-05-03,1391.57,9380.25,2287.1,10987.06,266.05,730.137,557.04,139.29,132.1875,110.265625
2012-05-04,1369.1,9380.25,2248.34,10882.18,264.4,725.8866,535.04,140.18,132.640625,110.28125
2012-05-07,1369.58,9119.14,2283.09,10574.41,259.73,725.8866,532.05,139.66,132.640625,110.2734375
2012-05-08,1363.72,9181.65,2236.11,10525.75,261.12,719.3339,526.99,136.71,132.921875,110.28125
2012-05-09,1354.58,9045.06,2225.63,10356.64,258.79,716.3471,525.86,135.83,132.90625,110.28125
2012-05-10,1357.99,9009.65,2247.38,10289.81,257.89,720.9404,527.29,135.95,132.78125,110.2734375
2012-05-11,1353.39,8953.31,2254.54,10143.07,254,712.9197,522.28,134.97,133.078125,110.2734375
2012-05-14,1338.35,8973.84,2201.95,9986.98,254.11,697.0277,514.92,133,133.421875,110.265625
2012-05-15,1330.66,8900.74,2178.67,10084.59,252.32,690.1915,510.69,132.67,133.375,110.2421875
2012-05-16,1324.8,8801.17,2175.34,9741.97,243.93,680.603,504.42,130.92,133.421875,110.21875
2012-05-17,1304.86,8876.59,2146.91,9700.87,244.48,680.6474,503.06,134.18,133.765625,110.1953125
2012-05-18,1295.22,8611.31,2144.69,9577.18,235.85,680.7806,496.89,135.64,133.8125,110.203125
2012-05-21,1315.99,8633.89,2150.16,9582.46,238.62,688.0607,502.63,135.37,133.625,110.203125
2012-05-22,1316.63,8729.29,2192.85,9698.6,242.66,688.8597,497.16,134.33,133.3125,110.1953125
2012-05-23,1318.86,8556.6,2134.05,9573.94,239.76,670.3043,486.61,131.93,133.796875,110.2265625
2012-05-24,1320.68,8563.38,2156.52,9541.33,240.51,677.4956,490.72,132.71,133.546875,110.1953125
2012-05-25,1317.82,8580.39,2161.87,9539.29,241.6,680.0703,491.8,133.68,133.765625,110.21875
2012-05-29,1332.42,8657.08,2160.31,9858.19,245.26,682.0235,491.26,131.96,133.828125,110.2109375
2012-05-30,1313.32,8633.19,2116.18,9690.67,244.68,664.933,475.35,133.21,134.671875,110.2421875
2012-05-31,1310.33,8542.73,2118.94,9686.03,244.05,660.5383,468.37,133.09,134.90625,110.2578125
2012-06-01,1278.04,8440.25,2068.66,9620.87,242.98,655.0782,450.5,138.01,135.65625,110.28125
2012-06-04,1278.18,8295.63,2078.96,9375.33,236.3,655.0782,454.56,137.32,135,110.265625
