Code,Name,Mkt Cap,Float Rate,WICS1,WICS2,WICS3,Jaebul,Last,YTD Max,YTD Min,YTD Avg,Ret1D,Ret1W,Ret1M,Ret3M,Ret6M,Ret12M,Turnover_1D,Turnover_5D,Turnover_20D,Turnover_52W,Inst_1D,Inst_5D,Inst_20D,Inst_60D,Inst_120D,Inst_250D,Sec_1D,Sec_5D,Sec_20D,Sec_60D,Sec_120D,Sec_250D,Fund_1D,Fund_5D,Fund_20D,Fund_60D,Fund_120D,Fund_250D,Pension_1D,Pension_5D,Pension_20D,Pension_60D,Pension_120D,Pension_250D,Others_1D,Others_5D,Others_20D,Others_60D,Others_120D,Others_250D,Foreign_1D,Foreign_5D,Foreign_20D,Foreign_60D,Foreign_120D,Foreign_250D
A035510,신세계 I&C,88.58,0.6419,IT,소프트웨어와서비스,IT서비스,신세계,51500,63400,44050,52852,-0.0134,0,-0.0568,-0.1667,0.0198,0.1444,120.087307,81.98092,145.654708,119.834461,-26.95,27.54,154.59,928.07,2344.95,4374.6,-13.47,-13.47,-84.34,-38.15,-8.41,-10.99,0,90.28,262.76,303.11,276.15,1219.99,0,0,-87.82,-150.01,175.48,308.04,0,0,-85.29,-51.89,501.84,719.62,0,-2.7,-21.74,-132.67,-84.81,-585.48
A035600,KG이니시스,311.5562345,0.5275,IT,소프트웨어와서비스,IT서비스,,12250,15800,5520,8598,0.0124,0.1086,-0.1967,0.1836,0.614,0.7754,9477.660026,16183.50616,19335.72599,9464.852851,42.54,-1628.7,-12671.57,-51618.29,-48804.59,-47012.79,0.4,-48.26,-1527.05,710.71,827.34,822.33,197.49,163.17,-5939.15,17567.23,19119.69,20281.7,0,-83.84,355.57,1868.61,2475.7,2750.28,154.54,2.3,184.18,-3020.18,-2421.12,-3225.5,-76.5,442.99,-2485.37,-693.97,1758.6,689.02
A035610,솔본,77.5259015,0.4875,금융,부동산,부동산,,2835,7100,2630,3691,0.0272,0.0328,0.0678,-0.1043,-0.0274,-0.207,1407.958955,224.297874,214.615902,1406.039133,0,0,7.61,-1.51,-1.51,-104.69,0,0,7.61,-1.51,-1.51,-104.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,44.15,95.05,79.89,19.92,47.59,67.55,-92.1,-290.73,-172.86
A035620,바른손게임즈,49.694931,0.7568,IT,소프트웨어와서비스,게임소프트웨어와서비스,,1500,4350,1370,1944,0,0.0345,-0.2327,-0.345,-0.0164,0.049,3717.614812,667.177931,1131.27837,3702.773617,0,0,0,-842.65,-838.81,-838.81,0,0,0,-630.12,-630.12,-630.12,0,0,0,0,0,0,0,0,0,0,0,0,0,-175.23,-288.3,-4800.07,-6623.78,-14383.58,26.69,64.78,280.92,440.63,-136.37,-2018.52
A035720,다음,1230.253482,0.8372,IT,소프트웨어와서비스,인터넷소프트웨어와서비스,,91100,133700,83200,107284,0.0213,0.0247,0.0202,-0.1974,-0.1274,-0.2508,14077.54153,5157.90398,7473.903145,14068.64268,1106.16,1935.14,-1531.81,-70264.24,-157328.42,-325653.87,-202.62,-116.84,1672.63,-7188.65,-7652.33,-14189.94,627.38,203.32,-1034.27,-24719.39,-96739.83,-293144.25,-159.06,2305,7850.61,-644.04,11375.81,23450.72,13.67,48.27,85.25,509.58,5956.71,5756.25,877.3,2781.55,8944.36,56111.59,135874.67,304286.62
A035760,CJ오쇼핑,1718.407726,0.5649,경기관련소비재,소매(유통),인터넷과카탈로그소매,CJ,277000,300000,163300,231311,0.029,0.0375,0.0646,0.1639,0.5321,0.091,9547.482069,6601.62296,7728.939535,9549.16914,46.63,2851.6,3162.25,31120.45,57558.11,-10487.74,-25.22,-679.03,-10201.39,-3839.5,-6402.98,-4831.21,-485.63,-5034.59,-20534.39,-9695.32,14238.58,-3118.06,1407.74,9148.22,25500.95,40120.16,39224.59,5394.75,-6.51,607.67,1051.3,2868.2,10668.25,6030.43,1524.58,-108.52,3238.2,-8904.79,-23217.52,-15324.58
A035810,이지바이오,146.341887,0.6481,건강관리,제약과생물공학,생물공학,,3115,4610,2305,3106,0.013,0.0196,-0.0838,-0.0296,0.1867,-0.1856,3662.845606,1266.631974,2094.541044,3695.043922,-18.57,-164.39,259.86,460.11,8313.77,5027.64,0,63.25,84.46,677.11,924.26,763.96,0,61.7,15.59,1894.12,5878.94,4895.61,0,-110.89,195.56,-724.44,1235.82,761.91,-12.46,-69.5,25.45,-984.12,-935.75,-2292.73,63.97,576.23,970.94,1125.53,1207.86,-1402.93
A035890,서희건설,132.7463422,0.7233,산업재,자본재,건설,,830,2476,648,1101,-0.0024,0.0401,-0.2556,-0.3141,-0.0705,0.2691,13586.40418,2574.396385,4021.858887,13532.42993,66.76,196.54,190.9,227.96,198.02,-586.42,0,-1.33,-32.04,13.1,-20.58,-731.09,0,0,0,-0.37,-0.89,13.38,0,0,0,0,0,0,-0.47,5.11,-318.31,-456.71,-3451.05,-10083.58,-33.33,-30.74,363.18,1235.59,852.66,-4243.95
A035900,JYP Ent.,133.1443557,0.8405,경기관련소비재,미디어,방송과엔터테인먼트,,5450,9730,3825,5443,0.0225,0.0421,0.0707,0.1342,0.2616,-0.0603,4677.678818,1035.060646,1618.308999,4670.090052,0,0,-0.11,-19.92,-19.74,-110.11,0,0,0,-18.66,-18.66,-113.26,0,0,0,0,0,-0.03,0,0,0,0,0,0,0.01,0.01,-16.2,203.96,294.37,-17414.94,63.59,69.14,-93.29,327.29,-94.21,-1120.78
A036000,예림당,121.160297,0.4122,경기관련소비재,미디어,출판,,5260,9710,4850,6769,0.0115,0.0395,-0.1543,-0.3274,-0.1349,-0.3367,3785.573249,2165.482356,2193.51205,3938.655121,137.6,412.5,-311.84,-2694.19,1088.81,1770.41,8.62,7.02,-121.75,-3390.3,-1424.19,-1400.34,0,221.09,-465.06,3106.38,-76.05,2221.55,25.78,77.78,670.1,-775.74,-990.81,-2948.1,25.13,241.9,20.72,29.85,-2225.51,-2687.14,-63.95,100.72,-667.21,-689.5,-569.59,672.35
A036010,아비코전자,51.04597,0.5156,IT,전자와 전기제품,전기제품,,4370,6470,3715,4501,0.0034,0.0127,0.021,-0.0034,0.027,-0.2491,301.491506,230.928411,300.078302,307.007025,0,137.03,214.95,453.42,760.49,872.07,0,137.03,330.91,569.38,876.45,966.24,0,0,0,0,0,21.79,0,0,0,0,0,0,-8.66,-8.5,34.27,-73.95,-226.85,2258.65,10.85,34.01,41.34,40.58,40.48,-267.62
A036030,KTH,289.11,0.3384,IT,소프트웨어와서비스,인터넷소프트웨어와서비스,케이티,8380,9710,4895,6560,0.0072,0.0423,0.1386,0.2833,0.5962,0.1971,580.541107,505.234568,437.243453,580.453539,0,0,214.68,-9.26,93.34,-993.3,0,0,289.5,383.22,410.17,411.31,0,0,0,0,6.72,-157.1,0,0,0,0,68.94,-486.84,0,28.92,290.12,199.86,293.77,261.86,-1.88,-64.45,-302.85,242.75,155.38,308.95
A036090,위지트,37.17643193,0.7305,IT,디스플레이,디스플레이장비및부품,,959,3670,784,1361,0.0095,0.0074,-0.0244,-0.2816,-0.4457,-0.6994,3784.948649,248.790106,341.803616,3772.74865,0,0,0,0,-0.39,-1798.12,0,0,0,0,0,0,0,0,0,0,-0.32,-1798.05,0,0,0,0,0,0,0,0,0,37.92,585.95,1841.21,22.65,39.46,-65.29,-144.31,153.73,12.02
A036120,서울신용평가,17.2175,0.311,금융,기타금융서비스,신용평가서비스,,485,717,412,520,-0.0061,-0.0021,0.0874,-0.1002,-0.1835,0.0083,141.563842,31.8125,41.975817,141.041771,0,0,0,0,-0.04,-163.23,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,77,123.13,251.69,251.69,7.14,165.73,0,0,-23.71,-34,-6.41,-5.12
A036170,씨티엘,50.05507238,0.9047,IT,디스플레이,디스플레이장비및부품,,1375,2610,1275,1817,-0.0036,-0.0108,-0.0772,-0.1757,-0.3563,-0.2949,1514.021991,131.671686,222.395316,1537.909393,0,0,0,-0.01,-276.5,-278.34,0,0,0,0,0,-1.31,0,0,0,0,-2.04,-2.04,0,0,0,0,0,0,0,0,32.29,505.65,-512.7,944.12,-39.41,-22.33,48.36,-210.05,-63.2,-304.47
A036180,영인프런티어,39.22252852,0.5716,건강관리,제약과생물공학,생명과학도구및서비스,,2380,3550,1690,2415,0.0348,0.2332,0.1724,-0.2874,0.0416,0.037,533.541481,2264.649283,800.482502,531.73232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-20.37,-4.8,-23.87,-112.12,-156.69,-91.24,48.53,-1.54
A036190,금화피에스시,121.5,0.5704,산업재,자본재,건설,,20250,20650,10850,15036,0.005,0.0075,0.0075,0.1773,0.5458,0.7763,96.959506,88.16349,96.592038,96.660266,-0.2,81.12,501.56,40.18,246.53,1081.96,-0.2,51.94,189.51,-125.77,-132.32,-136.86,0,25.13,238.57,81.39,340.33,1051.37,0,0,0,-1.96,-68.73,-68.73,0,6.83,59.78,126.1,137.94,157.22,-0.16,3.28,-344.49,957.24,1472.98,1787.86
A036200,유니셈,18.10458288,0.5131,IT,반도체와반도체장비,반도체와반도체장비,,1655,2150,1420,1822,-0.003,0.0344,0.0575,-0.1725,-0.0956,0.1414,64.909606,269.36443,84.530489,64.679581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41,1.88,2.2,7.45,0,0,0,-9,-2.15,1.38
A036210,태산엘시디,51.90954855,0.3101,IT,디스플레이,디스플레이장비및부품,,485,1560,412,938,0,0,-0.0377,-0.5101,-0.5174,-0.5907,130.439461,0,20.431927,129.99105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.66,-9.12,0,0,-2.49,19.61,58.36,81.56
A036220,인포피아,121.64257,0.8041,건강관리,건강관리장비와서비스,건강관리장비와용품,,14000,24900,10100,15395,-0.0071,-0.021,0.2174,-0.0141,-0.0175,-0.3966,4020.805245,2852.12148,4215.069375,4100.254513,164.81,596.66,1968.14,1661.33,1615.32,1499.31,164.81,596.66,1932.23,1739.42,1734.58,1424.93,0,0,57.44,-58.67,-95.95,-55.77,0,0,0,0,0,0,0,1.48,-54.97,174.07,114.73,407.77,8.14,149.85,-352.4,418.4,-962.87,-2786.37
A036260,웰메이드,29.29891476,0.9245,경기관련소비재,미디어,방송과엔터테인먼트,,861,1860,820,1142,0.0023,0.025,-0.0946,-0.1877,-0.1223,-0.0732,834.00149,125.330952,242.34799,830.846853,0,0,0,-2.71,23.49,23.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,-801.68,-2193.02,2.76,14.51,-14.36,-6.89,76.23,-33.32
A036420,제이콘텐트리,253.8175336,0.6368,경기관련소비재,미디어,방송과엔터테인먼트,,3875,4770,2510,3480,0.0251,0.0885,0.1232,-0.1379,0.1071,0.1056,3166.88459,1891.789929,1442.137422,3165.026103,486.87,1445.92,437.62,817.98,694.89,-4040.21,7.26,14,-387.68,-98.72,-567.71,-432.27,462.09,732.76,210.15,822.63,910.16,-1845.42,21.8,300.98,484.26,310.33,-1302.22,-927.86,0,-16.1,-69.14,-31.91,-876.19,-735.74,9.05,-15.19,-48.57,1078.82,8549.61,6992.23
A036460,한국가스공사,5804.066701,0.388,유틸리티,유틸리티,가스유틸리티,한국가스공사,75100,87400,35500,53534,0.0121,0.0232,-0.0297,0.046,0.8612,0.8228,15903.54028,27652.85166,27675.82236,15859.74159,6069.38,-2768.07,-22195.31,-8900.48,49648.19,64481.81,69.91,-5061.85,-18069.61,-26136.01,-39075.84,-36209.99,1611.57,-8543.31,-33639.85,-63774.09,-31351.83,-50954.59,2830.95,10138.5,15872.64,69115.94,110174.65,130219.26,-43.71,-568.67,2399.59,-1121.43,-4334.3,-2958.78,-2941.48,-3211.66,15942.41,48560.71,57306.64,81525.79
A036480,대성미생물,14.212,0.614,건강관리,제약과생물공학,제약,,37400,49900,31000,35734,-0.0027,0.0067,0.0233,0.0331,0.0432,0.1032,61.542569,15.88627,28.614575,61.369931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,-0.02,-0.37,0,0,-0.48,2.12,2.12,1.6
A036490,OCI머티리얼즈,403.4484923,0.509,IT,디스플레이,디스플레이장비및부품,OCI,38250,93900,31100,53027,0.0366,0.0352,0.13,-0.1297,-0.0816,-0.5121,5118.806896,1956.18009,2708.828108,5107.104195,125.36,46.05,2637.49,1251.29,-5159.89,-71734.09,-2.29,-8.01,7.29,287.58,-144.17,210.18,51.17,12.22,2889.35,4636.63,4406.55,-26435.54,0,0,-84.39,-1974.17,-9039.45,-18664.05,-9.63,-116.86,-135.87,-1850.83,-766.1,-803.93,201.25,839.62,1433.68,-6929.8,-24967.69,-75529.45
A036500,유원컴텍,138.9049005,0.7673,소재,소재,화학,,9250,10150,4340,6291,0.021,0.0999,0.0405,0.5139,0.4824,1.088,945.161348,1421.396762,2756.008154,943.057557,688.75,520.76,-693.18,2074.87,4337.62,4296.67,242.25,215.01,100.68,-3536.42,-3536.42,-3536.42,156.43,-4.73,84.67,4571.86,4571.86,4530.91,117.67,132.68,35.83,556.88,556.88,556.88,9.46,-69.66,2239.5,2622.43,2465.91,2393.24,-42.3,132.6,527.28,135.93,70.16,313.06
A036530,S&T홀딩스,145.2049058,0.2887,산업재,자본재,기계,,9730,14300,8760,10825,0.0062,-0.0092,0.0704,-0.0644,-0.0507,-0.2339,116.672051,38.770432,74.448307,116.707061,0,-25.25,-229.72,-856.59,-2196.21,-4436.06,0,0.05,0.32,-0.33,-0.67,1884.04,0,0,-3.36,-4,-79.55,-649.98,0,1.8,-45.31,-791.08,-1824.38,-2860.58,0,0,-14.05,60.98,171.49,175.16,1.17,0.52,-29.48,-25.09,-34.06,545.15
A036540,STS반도체,280.2354076,0.6974,IT,반도체와반도체장비,반도체와반도체장비,,6470,10500,5120,7035,0.0109,0.0435,-0.0343,0.1079,0.0747,-0.296,7432.622169,3794.172094,5895.180499,7427.960777,976.7,597.68,-1062.33,2429.95,-1501.29,-36149.96,650.05,654.45,1206.07,809.87,1954.64,-83.59,66.5,-318.17,500.91,168.58,-3063.79,-21175.23,73.4,73.4,-2597.23,533.76,-200.71,-7703.4,-35.33,47.78,-311.97,433.12,-39.02,-1519.56,-76.9,344.5,350.3,711.54,40.23,-7410.89
A036560,영풍정밀,170.8875,0.5092,산업재,자본재,기계,영풍,10850,13250,9350,11044,0.014,0.0333,0.0433,-0.149,0.1015,0.1244,687.777496,361.07252,443.313875,686.328691,60.8,-7.02,-172.77,-229.53,-1520.75,-6439.74,0,75.26,251.9,-11.96,-8.58,-367.35,-16.14,-155.48,102.21,-373.44,-2669.14,-8945.52,0,0,-37.8,220.42,-475.97,831.84,98.35,150.9,156.41,310.45,982.33,-559.73,17.45,62.32,99.33,1305.41,788.27,12129.33
A036570,엔씨소프트,3295.586091,0.763,IT,소프트웨어와서비스,게임소프트웨어와서비스,,150500,328000,141000,247193,0.0344,0.0033,-0.0961,-0.3663,-0.4299,-0.4958,63663.47605,39448.8742,49796.20623,63553.69123,-1030.27,-13928.86,-43559.83,-287342.21,-206903.88,-665994.65,-12.01,-162.49,7323.37,-9010.41,38.76,13837.22,-251.15,-10316.38,-34213.72,-154122.68,-158387.57,-435768.01,509.2,-1856.74,-9113.04,-54725.01,-41746.83,-115494.11,-439.21,-247.69,371.39,1604.52,1419.33,-14052.94,-1007.24,-15133.88,-9439.28,-64313.83,-360457.14,-131249.94
A036580,팜스코,149.9020178,0.2794,필수소비재,"식품,음료,담배",식품,,4210,5560,3100,4001,-0.0036,0.0012,-0.0344,-0.0828,0.2029,0.0551,219.84737,4614.583822,1222.592126,219.299289,0,0,223.01,329.73,453.18,476.84,0,0,-18.87,-2.37,-0.76,-2.6,0,0,241.89,297.7,355,380.5,0,0,0,0,0,0,0,0,9.98,200.12,212.39,212.39,1.21,7.88,-19.16,182.8,193.82,171.32
A036620,버추얼텍,15.31125882,0.3311,소재,소재,종이와목재,,1170,2670,831,1545,-0.0168,0.109,0,-0.3793,-0.3352,0.3542,388.267102,318.499907,201.177617,386.70976,0,0,0,0,-0.26,-0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,5.77,5.77,5.77,-1132.74,-1131.99,0.1,-7.78,-42.07,-58.88,64.48,83.75
A036630,온세텔레콤,79.3291459,0.7384,전기통신서비스,통신서비스,다각화된통신서비스,,396,890,352,488,0.0076,0.0286,-0.01,-0.0571,-0.222,-0.2205,3994.306927,648.007895,810.034942,3979.188897,0,0,0,-128.46,-128.46,-2354.68,0,0,0,0,0,-2000.97,0,0,0,-128.46,-128.46,-270.97,0,0,0,0,0,0,0,-12.07,-28.73,-115.44,-322.1,-2851.82,-20.09,6.11,13.79,62.96,124.97,68.92
A036640,HRS,46.938276,0.5357,소재,소재,화학,,2870,3775,2475,2965,-0.0103,0.0106,0.025,0.0474,0.083,-0.1521,585.89025,149.978308,233.48899,586.276608,0,0,0,-57.18,-56.77,34.31,0,0,0,-57.18,-56.77,33.3,0,0,0,0,0,0.17,0,0,0,0,0,0,0,-0.36,-3.21,25.14,502.1,469.48,7.37,14.99,29.65,-291.04,-373.96,-594.05
A036670,KCI,29.15,0.4382,소재,소재,화학,,2650,3650,1935,2663,0,0.0352,-0.0293,-0.0925,-0.0783,0.183,201.459735,31.598513,36.990709,200.768447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72,8.71,8.46,0,3.42,2.61,-5.95,-15.23,21.53
A036690,코맥스,34.93641638,0.4705,IT,기술하드웨어와장비,통신장비,,2645,4095,1795,2492,-0.0019,0.0173,0.0193,-0.0879,0.3564,0.205,1049.387416,382.52511,284.735689,1045.371039,0,0,0,0,-0.28,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.96,-183.46,-9.25,-12.45,-1.58,-74.3,-395.03,30.47,139.02
A036710,심텍,331.6599897,0.7436,IT,기술하드웨어와장비,전자장비와기기,,10300,15600,9340,11912,-0.0096,0.0049,0.051,-0.1825,-0.1043,-0.1592,4909.559431,3295.80733,3075.172258,4900.760127,289.45,181.28,-3650.22,-22049.4,-20012.17,1267.69,39.11,-19.1,-565.76,41.78,-951.75,1710,-12.58,241.05,-1392.7,-6566.84,-9010.54,-1602.34,36.15,-470.08,-1917.55,-8212.55,-4613.01,12454.77,0,947.21,2191.49,4676.3,3752.33,420.3,-102.58,-379.2,378.86,1247.8,-1621.04,8170.66
A036800,나이스정보통신,51,0.5337,전기통신서비스,통신서비스,다각화된통신서비스,,5100,6500,4430,5226,-0.0039,-0.0097,0.02,-0.0925,0.0851,0.0408,211.182128,186.425548,166.319457,211.001705,-2.05,14.44,-23.26,-1509.91,-582.28,-235.7,0,1.2,-38.28,-261.2,-224.45,-433.83,0,5.39,-14.86,-859.12,-529.42,-638.36,0,0,0,-450.9,-450.9,-201.73,0,9.63,43.29,-31.57,475.33,203.16,0,30.95,-201.44,-1633.88,-2459.44,-2518.36
A036810,에프에스티,57.64872477,0.649,IT,반도체와반도체장비,반도체와반도체장비,,4130,5690,1975,3147,0.016,-0.0167,0.1346,-0.0802,0.3953,1.0446,454.878673,241.389473,503.214509,453.27549,0,0,268.91,377.72,533.79,540.53,0,0,0,0,0,6.74,0,0,268.91,225.69,179.86,179.86,0,0,0,152.03,300.14,300.14,0,-6.23,0.44,-7.72,-378.79,61.97,11.28,5.04,-172,-323.35,-167.09,-192.93
A036830,솔브레인,757.665282,0.5173,IT,반도체와반도체장비,반도체와반도체장비,,46750,52600,25650,37475,0.0054,0.0424,-0.0106,0.0936,0.5767,0.185,2784.946387,3084.93424,3083.887548,2788.140883,334.71,3211.24,-1452.61,-7734.82,4636.1,-23686.88,-448.43,761.72,306.42,-26331.23,-28964.5,-28124.36,-2.51,849.81,-611.12,14593.3,9911.99,2284.9,630.09,195.44,-815.69,1232.16,19943.89,8191.61,-61.71,184.05,-1453.14,-2116.43,-2460.75,2969.02,-254.65,9.36,2326.11,7140.74,7390.9,12058.01
A036890,진성티이씨,168.2,0.564,산업재,자본재,기계,,8410,12668,6790,9729,0.0231,-0.0378,0.1697,-0.2812,-0.1361,-0.0907,976.923822,910.414932,1230.295719,974.766561,-19.2,-130.82,1712.35,-3410.44,1323.98,6952.43,-175.74,-304.68,1210.12,1160.31,1843.54,1887.25,123.16,435.7,1585.57,-1314.57,-336.75,2451.34,0,-115.98,-420.26,652.73,-1372.68,-3106.03,0,-138.28,82.97,294.35,-205.1,475.65,-3.95,-33.43,-362.1,-1583.2,-4670.61,-2233.72
A036920,지앤에스티,6.62394213,0.9504,경기관련소비재,소매(유통),판매업체,,585,2580,423,1067,-0.0085,-0.0549,-0.1333,-0.2105,-0.3963,-0.5921,306.978933,56.520604,59.903656,306.787145,0,0,0,0,1.05,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29,-25.93,-28.67,-28.05,-185.91,-286.47,0,0,-1.69,-39.97,-68.36,-0.54
A036930,주성엔지니어링,157.6539146,0.7196,IT,반도체와반도체장비,반도체와반도체장비,,4550,12728,4095,7664,0.0225,0.0376,0.0484,-0.3069,-0.3531,-0.5472,3818.374399,591.71281,1559.556511,3831.570555,-1.16,-54.09,-870.44,-733.66,-663.25,-1934.03,-1.16,-54.09,-183.68,-41.65,-116.75,-331.91,0,0,-627.55,-632.8,-442.52,-1350.33,0,0,0,0,0,77.78,0,-6.21,-37.78,-48.14,-58.26,49.96,39.12,211.16,1327.28,2373.79,-3376.37,-4587.24
A037070,파세코,29.832,0.2826,경기관련소비재,내구소비재와의류,가정용기기와용품,,2260,2885,1935,2201,-0.0044,-0.0131,-0.1308,0.0736,0.0971,0.0561,38.797142,56.063169,73.884599,38.668529,0,0,0,0,0,-2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,8.36,8.36,8.36,-4.48,0,0,3.72,6.47,6.49,7.25
A037230,한국팩키지,33.25,0.36,소재,소재,포장재,,1330,2055,1050,1362,0.0038,0.0192,0.0431,-0.2378,-0.0796,0.2315,1266.850699,385.002376,662.849352,1261.959759,0,0,0,4.99,-377.92,-379.8,0,0,0,0,-382.91,-382.91,0,0,0,0,0,-1.49,0,0,0,0,0,0,0,2.65,-3.16,3.96,-9.48,-52.48,-3.23,-19.64,11.39,176.99,-1027.14,-1866.27
A037270,휘닉스컴,21.196875,0.3014,경기관련소비재,미디어,광고,,1785,3795,1605,2438,0.0531,0.0753,-0.0299,-0.3054,-0.15,-0.2154,631.667209,60.853777,52.157956,633.504383,0,0,0,-0.04,-30.81,-4.65,0,0,0,-0.04,-0.15,-0.56,0,0,0,0,0,0,0,0,0,0,-30.66,-2.7,1.94,1.94,-1.7,6.55,-7.78,-15.37,-1.52,-5.63,13.55,37.17,21.48,-223.97
A037330,인지디스플레,117.4903818,0.6192,IT,디스플레이,디스플레이장비및부품,,3300,3880,1925,2724,0.0154,0.041,-0.0149,0.113,0.4732,0.2453,1790.94441,1415.481357,3344.245445,1792.158869,-18.98,-18.98,4093.97,2331.07,3826.98,3882.9,0,0,-580.41,-775.91,-990.43,-937.5,0,0,2469.13,996.75,2739.12,2739.12,0,0,0,0,0,0,0,0,-7897.12,-7929.75,-7923.04,-7940.58,73.26,454.44,2551.58,5733.01,5606.93,5341.39
A037340,티모이앤엠,22.83188376,0.8837,IT,기술하드웨어와장비,통신장비,,883,2970,646,1470,0.04,0.0126,0.256,-0.1343,-0.2733,-0.6344,605.702017,301.043827,202.303917,604.158715,0,0,0,-0.37,0.71,32.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.79,-370.37,-165.19,-376.93,-4.66,-50.74,18.62,253.1,1124.8,973.75
A037350,성도이엔지,62.4,0.6399,IT,반도체와반도체장비,반도체와반도체장비,,4160,4760,2830,3712,0,0.0976,0.1198,0.1852,0.0209,0.4394,546.652392,387.060139,443.897985,544.615778,0,0,0,2.49,-60.97,-4.01,0,0,0,0,0,-2.71,0,0,0,0,0,0,0,0,0,0,0,-2.33,0,0,0,-0.2,-77.42,3.94,9.52,-39.8,-200.22,-23.16,58.62,191.07
A037370,EG,298.875,0.7113,소재,소재,철강,,39850,87900,30650,55634,0.0013,-0.195,-0.2495,-0.1749,-0.4122,-0.3435,29271.16275,53262.99741,44670.3322,29357.87881,-4,37.71,-19.59,-221.63,457.69,258.76,0,-1.33,8.38,-63.63,-77.17,-88.21,0,0,0,0,0,-23.54,0,0,0,0,0,0,-565.05,-700.51,-190.85,217.61,-569.14,-6693.58,901.92,2317.42,-1122.19,357.42,2162.33,5658.95
A037400,우리조명지주,53.46243,0.614,IT,전자와 전기제품,전기제품,,2245,3370,1557,2313,0.0022,0.0275,-0.0837,-0.1821,-0.0209,0.4084,2198.943958,198.884325,409.444122,2190.279332,0,0,-17.72,-65.71,37.62,-15.81,0,0,0,-47.99,-113.46,-130.03,0,0,0,0,0,-0.03,0,0,0,0,0,0,0,0,0,-124.59,-61.33,-42.17,-3.95,22.6,135.58,-245.06,36.22,55.71
A037440,희림,95.786628,0.4853,산업재,자본재,건설,,6880,7540,5420,6423,0.0073,0.0162,0.1334,0.0147,0.1223,0.0938,213.296982,142.207996,308.419756,212.833739,0,0,915,850.98,910.7,-203,0,0,0,-77.24,-130.32,-552.59,0,0,915,945.29,1040.79,763.38,0,0,0,0,0,-414.01,13.21,-188.67,1909.17,2463.48,1940.06,5121.43,-4.35,31.56,55.12,-10.31,65.36,72.8
A037460,삼지전자,41.988879,0.3638,IT,기술하드웨어와장비,통신장비,,3390,3895,2880,3459,0.0015,-0.0059,-0.016,-0.057,0.0119,-0.0044,28.922188,12.995544,15.825884,28.853346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-367.4,0,0,0,0,0,-0.01
A037620,미래에셋증권,1491.363352,0.5912,금융,증권,증권,미래에셋,35600,43500,27100,33547,0.0114,0.023,0.2088,0.0517,0.1691,0.1577,2664.033613,3193.94139,2467.03377,2664.333885,1011.95,5030.46,13274.88,13712.87,7567.78,4931.43,-106.64,712.41,1442.73,1827.05,2306.02,564.28,113.94,206.17,4763.99,4385.67,-589.29,-4499.98,1365.57,3804.1,5774.41,5715.87,2568.77,6529.84,-18.1,64.75,60.89,-97.19,-80.11,-3600.57,454.35,-926.27,2.42,742.29,18745.94,58983.21
A037630,에스비엠,57.50631363,0.7291,IT,기술하드웨어와장비,컴퓨터와주변기기,,3875,5470,2060,3349,0.0417,0.0333,-0.0957,-0.1153,0.404,0.8235,696.879513,578.916268,1483.530524,694.232777,15.34,114.5,1595.55,3909.64,5015.48,7171.27,1.05,36.48,246.12,711.44,787.45,775.42,5.03,114.04,862.33,2198.24,3103.03,4710.76,5.62,-40.39,49.67,309.39,353.55,353.55,0,42.25,-35.82,-736.81,-929.87,-1379.72,-13.34,62.78,95.04,234.5,143.86,71.95
A037710,광주신세계,372,0.375,경기관련소비재,소매(유통),백화점과일반상점,신세계,232500,245000,168000,210390,0.0087,0.0356,0.0967,-0.0127,0.1151,0.3596,191.783582,345.4928,283.322025,191.01474,181.46,82,-1666.86,-1694.68,1670.77,5600.9,87.51,117.12,86.82,-486.04,-360.56,-361.81,93.95,-66.79,-1754.56,-2062.76,-1496.52,656.34,0,0,84.37,865.06,2739.05,2981.47,0,2.25,16.97,240.59,659.95,-1254.22,140.72,672.25,3216.17,3847.28,1662.71,2117.26
