Code,Name,Mkt Cap,Float Rate,WICS1,WICS2,WICS3,Jaebul,Last,YTD Max,YTD Min,YTD Avg,Ret1D,Ret1W,Ret1M,Ret3M,Ret6M,Ret12M,Turnover_1D,Turnover_5D,Turnover_20D,Turnover_52W,Inst_1D,Inst_5D,Inst_20D,Inst_60D,Inst_120D,Inst_250D,Sec_1D,Sec_5D,Sec_20D,Sec_60D,Sec_120D,Sec_250D,Fund_1D,Fund_5D,Fund_20D,Fund_60D,Fund_120D,Fund_250D,Pension_1D,Pension_5D,Pension_20D,Pension_60D,Pension_120D,Pension_250D,Others_1D,Others_5D,Others_20D,Others_60D,Others_120D,Others_250D,Foreign_1D,Foreign_5D,Foreign_20D,Foreign_60D,Foreign_120D,Foreign_250D
A014820,동원시스템즈,143.5097398,0.186,산업재,자본재,건설,,1190,1345,922,1099,0,0.1121,0.0673,0.0968,0.1442,0.0393,189.257618,95.636021,59.954942,192.205793,0,-0.01,-0.12,-5.67,1.39,0.96,0,-0.01,-0.12,-5.67,1.39,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15,-1.15,-7.68,1.55,-3.31,0,30.79,23.93,-26.93,-210.84,-252.08
A014830,유니드,251.5496358,0.4294,소재,소재,화학,OCI,38200,57500,30950,41659,0,0.0241,0.1268,-0.0828,0.1153,-0.2539,551.795515,165.54322,219.89084,551.50189,119.54,368.39,855.78,3982.86,2953.14,-5111.55,0,61.47,57.95,343.3,415.88,3451.35,26.56,50.87,19.84,424.9,-2124.01,-5518.48,81.21,196.2,392.17,1917.52,4394.47,-1218.44,0,-0.38,27.19,382.37,195.92,-836.4,-52.46,-53.35,-82.77,-731.02,-847.34,315.27
A014910,성문전자,23.42942892,0.5961,IT,전자와 전기제품,전기제품,,1720,3070,1620,2098,0.0058,0.0029,-0.0282,-0.2456,-0.0899,-0.1485,544.839895,88.375452,133.272087,543.451218,0,-0.01,-0.03,-0.08,-6.82,-28.34,0,-0.01,-0.03,-0.08,-0.2,-2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14,-1.14,-520.25,458.54,3.92,4.66,-38.69,223.95,58.26,81.19
A014940,오리엔탈정공,312.2717863,0.5963,산업재,자본재,조선,,3685,12600,2755,4882,0,0,0,0,-0.1989,-0.5151,605.834305,0,0,603.764355,0,0,0,0,0,-27.89,0,0,0,0,0,0,0,0,0,0,0,-0.18,0,0,0,0,0,0,0,0,0,0,-3.37,-122.07,0,0,0,0,-82.93,2.87
A014970,삼륭물산,38.644375,0.2489,소재,소재,포장재,,2555,2610,1565,1889,-0.0173,0.0646,0.3069,0.3886,0.5254,0.3447,80.29566,178.18669,160.081679,80.430067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.39,-67.67,-75.16,-30.75,0.22,0.22,0.22,-0.07,-0.01,-1.35
A014990,인디에프,29.17183253,0.3101,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,495,999,475,644,0.0206,0.0227,-0.0765,-0.2969,-0.1582,-0.1818,645.670644,34.923828,56.708191,643.260211,0,0,0,-0.04,-0.13,-0.21,0,0,0,-0.04,-0.13,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,-17.9,-16.17,-0.28,-4.44,-19.08,99.78,-1640.66,-2656.67
A015020,이스타코,22.0257224,0.3854,금융,부동산,부동산,,514,1705,277,568,0,0.0686,-0.0375,-0.3615,0.0219,0.8423,1511.21524,629.929793,561.126422,1505.166859,0,0,0,1.59,1.58,1.49,0,0,0,-0.08,-0.09,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,-1363.78,-1364.98,-1363.31,1.35,23.88,-236.44,91.84,75.56,100.09
A015110,중앙건설,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.07,-0.13,9.69,0,0,-0.03,-0.07,-0.13,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-308.21,-309.31,-309.25,0,0,-6.55,-25.19,-44.28,-7.95
A015230,대창단조,81.5,0.5597,산업재,자본재,기계,,40750,55000,33200,40851,-0.0049,-0.0157,-0.0097,-0.2282,0.053,0.1399,547.402919,271.46781,330.202408,545.355941,0,-37.51,-101.97,3350.59,7084.02,6059.23,0,2.47,-37.31,370.33,753.54,737.28,0,-39.98,-64.66,2290,4424.83,4334.96,0,0,0,524.96,1032.63,800,0,26.87,-179.5,-520.18,-490.98,321.25,8.56,0.9,58.49,2228,4642.88,4643.54
A015260,에이엔피,32.73299294,0.8639,경기관련소비재,자동차와부품,자동차부품,,849,2109,790,1251,0,-0.0185,-0.4469,-0.3979,-0.2487,-0.2572,7882.94238,1820.275767,5805.737847,7856.913935,0,-0.02,-0.14,-3,7.57,-115.46,0,-0.02,-0.14,-0.71,9.86,-111.27,0,0,0,0,0,-0.01,0,0,0,0,0,0,8.45,8.33,-121.67,30.9,118.59,-113.2,54.21,-383.03,-88.54,196.47,-23.18,-1674.14
A015350,부산가스,225.5,0.5091,유틸리티,유틸리티,가스유틸리티,SK,20500,22750,17900,19628,-0.0024,-0.0509,-0.0596,-0.0575,0.1111,0.0992,125.600216,309.72083,233.305805,125.250595,-24.85,286.45,-32.89,-1101.32,-1676.06,-2392.31,0,124.76,170.76,60.6,199.81,194.39,-40.84,66.27,13.25,13.25,3.69,-250.13,15.99,71.08,101.29,101.29,101.29,157.54,6.11,-2.03,16.1,336.09,325.63,571.39,15.53,18.99,195.38,2267.7,3092.8,3838.4
A015360,예스코,171.9,0.4538,유틸리티,유틸리티,가스유틸리티,LS,28650,31000,24250,26891,0.0053,-0.0205,-0.045,-0.037,0.1506,0.1437,170.359305,102.1173,403.521293,170.020807,0,-0.29,-598.28,-458.72,-494.23,-1044.55,0,-0.29,-0.88,238.95,188.44,-424.51,0,0,-22.78,-48.12,-23.57,7.3,0,0,0,0,0,0,0,0,54.97,187.2,533.01,1311.95,-12.51,48.57,59.88,475.56,-1018.54,-522.4
A015540,키스앤컴퍼니,27.52608445,0.8703,경기관련소비재,소매(유통),판매업체,,714,1475,282,769,-0.0364,-0.0299,-0.0667,-0.3949,-0.3479,1.3032,666.240157,282.086952,407.592174,663.943664,0,-0.02,-0.03,-0.12,-0.26,-0.49,0,-0.02,-0.03,-0.12,-0.26,-0.49,0,0,0,0,0,0,0,0,0,0,0,0,14.78,29.83,-90.22,-2.72,-52.39,171.15,20.57,-14.02,8.6,-265.44,-96.34,735.07
A015590,대경기계,105.1005888,0.3241,산업재,자본재,기계,대한전선,1920,3035,1655,2229,-0.0026,0.0295,-0.0179,-0.139,0.0186,-0.2993,310.827752,97.591775,78.809679,311.22943,0,1.16,1.11,0.97,1.45,-2.95,0,1.16,1.11,1.05,0.99,0.59,0,0,0,0,0,2.92,0,0,0,0,0,0,0,-5.35,-3.75,8.89,71.09,174.41,-0.02,-4.65,43.91,127.56,217.79,-128.48
A015710,코콤,45.8422575,0.287,IT,기술하드웨어와장비,통신장비,,2615,4200,1815,2436,-0.0019,-0.0076,0.1444,-0.0825,0.3108,0.2106,1140.763996,826.924554,768.582602,1136.275319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17,23.06,-13.11,4.66,-29.05,-41.97,17.91,-61.14,-68.66,-690.71,63.33,78.33
A015750,성우하이텍,585,0.5469,경기관련소비재,자동차와부품,자동차부품,,11700,15100,9300,12979,-0.0127,0.0308,0.0446,-0.1847,-0.1552,-0.1301,5980.247816,2982.90885,5744.333268,5974.735333,-124.34,-433.59,12862.45,1430.09,14817.22,6454.55,1.47,-258.2,678.07,455.42,1080.87,1109.14,233.34,150.46,8800.72,6885.21,7256.78,-21127.91,0.94,-148.91,-566.54,-5200.51,6148.14,17045.34,38.45,28.74,434.61,-311.66,1874.29,2265.57,-303.81,209.09,-3148.81,-13369.37,-26143.24,-27075.56
A015760,한국전력,19547.80614,0.4595,유틸리티,유틸리티,전기유틸리티,한국전력공사,30450,30700,21200,25335,0.0253,0.0201,0.1404,0.0914,0.1941,0.1712,38748.77657,66383.16398,49811.54541,38692.81276,9753.87,31708.11,67388.12,169681.44,195410.86,160199.45,-5160.03,8151.69,-11010.82,110969.49,51578.06,45278.76,13785.27,24482.38,79203.95,255298.23,327490.57,394967.08,3615.36,8535.32,15993.87,-12161.55,-48207.51,-135485.9,964.24,355.36,1465.89,-201823.03,-204667.28,-203942.89,5851.03,39520.95,74957.83,125545.93,264092.62,358705.04
A015860,일진홀딩스,88.33199457,0.2911,산업재,자본재,전기장비,,1790,2420,1570,1852,-0.0056,-0.011,0.0915,-0.0219,0.1015,-0.1576,131.372209,28.176577,91.498201,131.126804,-0.01,-0.08,0.41,0.06,-139.98,-1014.82,-0.01,-0.08,0.41,0.06,-0.47,-2.26,0,0,0,0,0,-50.29,0,0,0,0,-139.51,-915.91,18.77,18.77,622.07,622.44,630.68,1260.63,1.79,1.79,-43.99,-112.31,-259.02,-324.74
A015890,태경산업,97.624025,0.3831,소재,소재,철강,,3340,3750,2830,3263,0.0045,-0.0133,0.0015,-0.0248,0.1227,0.0503,158.316749,111.295521,123.382794,158.097486,0,5.06,-134.83,-392.88,-360.02,-811.53,0,0,9.27,-12.19,-11.05,-12.02,0,0,69.46,60.88,284.21,-0.34,0,0,-179.82,-225.46,-97.44,-97.44,0,0,-5.61,-3.36,4.29,245.99,4.77,9.03,-96.47,-133.83,-187.02,-344.82
A016090,대현,50.94259875,0.4977,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,1125,1845,1055,1319,-0.0044,0.0135,0.0045,-0.1313,-0.0927,-0.2574,1598.342894,220.582069,704.115576,1601.567716,0,-0.01,-0.03,-0.08,-59.83,-7.17,0,-0.01,-0.03,-0.08,-0.09,4.42,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,-2.4,3.46,-89.36,27.12,-14.03,3.38,-39.09,16.79,-225.32,-135.8
A016100,산성앨엔에스,78.57508446,0.6139,소재,소재,종이와목재,,4380,9200,3870,5981,0.0011,0.0234,0.0923,-0.208,-0.3313,-0.4484,2562.334676,450.002101,737.577919,2563.91886,0,0,0,-24.1,-24.1,-22.46,0,0,0,-24.1,-24.1,-22.35,0,0,0,0,0,0,0,0,0,0,0,0,-1.74,-9.03,4.38,-91.79,-115.49,-1676.79,-6.16,-17.14,51.06,114.97,-406.99,-2153.14
A016170,로엔,350.2901143,0.3238,경기관련소비재,미디어,방송과엔터테인먼트,SK,13850,17900,9990,13448,0.0259,0.194,0.0695,-0.1398,0.1036,0,4385.993099,6235.76578,3221.802953,4385.274813,1158.98,571.56,-2430.18,-3116.95,11387,15635.82,116.21,114.01,-487.33,-617.5,357.95,238.5,550.84,819.36,-2143.34,-1005.61,4127.61,3300.64,251.94,-777.59,-2110.54,-1670.34,2350.53,5551.58,64.82,53.58,-459.33,1020.54,1906.32,3751.19,-45.41,-267.01,41.89,-262.17,-5495.73,-9500.11
A016250,이테크건설,90.58,0.3039,산업재,자본재,건설,OCI,32350,59300,30000,42314,0.0031,0.0015,0.0094,-0.163,-0.182,-0.3873,35.918929,1.80386,9.28857,35.793434,0,0,-2.06,-115.75,1.29,-143.91,0,0,0,0,0,-3.15,0,0,-0.33,-0.4,-6.18,-148.23,0,0,0,0,0,0,0,0,0,55.04,63.7,63.7,0,0,0,6.2,-13.68,-133.79
A016360,삼성증권,4081.637811,0.7542,금융,증권,증권,삼성,53400,65900,45050,52233,0,-0.0019,0.1067,0.0191,0.1125,0.0766,21240.32588,13327.27344,15366.71867,21218.49778,4135.55,11282.98,78110.38,75981.62,79267.99,-68359.63,-1795.42,862.91,-4580.06,6916.01,22117.99,20047.49,1931.47,-1371.74,26527.15,25658.87,14207.61,-68779.27,4380.42,5493.29,31757.14,32398.26,41490.84,15637.86,-369.92,-1234.7,-9334.76,-14883.44,-15542.46,-20480.65,89.06,9067.72,24415.65,27318.28,72907.34,191627.62
A016380,동부제철,200.0649404,0.492,소재,소재,철강,동부,3950,7080,3100,4962,-0.015,-0.0528,0.221,-0.233,-0.0971,-0.335,449.678925,313.451558,340.298929,450.36832,-28.61,-20.4,-116.7,-1867.2,-1314.9,-1.35,0.55,25.77,15.74,70.04,36.99,83.26,-3.98,0.34,14.83,27.02,-273.38,-619.9,0,0,-74.25,-1554.33,439.51,816.83,65.57,22.05,-91.75,-108.63,-265.87,-340,3.47,169.4,519.5,-363.58,1038.19,2695.23
A016420,NH농협증권,462.3413988,0.2741,금융,증권,증권,농협,5130,7627,4550,5547,0.0059,0.0059,0.0322,-0.0447,0.0219,-0.0722,341.740638,211.53279,237.432727,342.191404,0.05,5.78,4.02,966.18,1005.39,1064.94,-0.05,5.73,6.2,2.85,-37.11,-104.24,0.1,0.05,-2.18,-2.9,-2.62,-19.32,0,0,0,966.22,1047.35,1197.26,0,-67.08,-47.2,12.71,42.98,9669.3,4.42,42.63,187.11,45.7,322.43,1238.52
A016450,한세예스24홀딩스,221.6032666,0.1784,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,6980,9700,4550,6595,-0.0014,0.0101,-0.0542,0.1276,-0.0071,0.2831,2357.925435,221.197346,365.365679,2351.835493,-50.07,-89.66,-148.38,3114.93,3869.29,3673.56,-50.07,-89.66,-145.84,535.95,916.82,910.93,0,0,0,226.41,222.1,197.02,0,0,0,0,0,0,34.9,93.28,211.15,454.4,707.78,357.46,-36.11,-7.3,-245.12,5724.11,6325.66,8557.12
A016570,태평양제약,60.9485683,0.3445,건강관리,제약과생물공학,제약,,28900,36500,20000,24273,-0.0103,0.0052,-0.0617,0.0509,0.3442,0.3894,50.377737,89.1159,232.41581,50.202702,75.12,377.25,1473.9,1034.34,1022.54,657.36,75.12,377.25,1441.69,1819.91,1821.74,1820.23,0,0,32.21,-752.8,-766.43,-1131.4,0,0,0,0,0,0,0,0,-201.59,846.06,846.06,848.92,-57.64,-114.29,-458.28,-750.12,-778.82,-1005.02
A016580,환인제약,157.7285936,0.6079,건강관리,제약과생물공학,제약,,8480,11300,5630,7110,0.0144,-0.0364,-0.093,0.0613,0.325,0.4181,561.419518,326.660602,369.28672,559.702351,-124.23,-532.88,-1549.19,-1567.47,1226.25,-405.63,-166.42,-648.81,-464.15,-553.77,-965.66,-995.42,0,-252.61,-1733.02,-4268.3,-3293.36,-3005.53,0,60.43,276.14,1887.63,3742.55,3363.1,0,-1.31,20.02,533.19,-269.95,4403.27,27.28,120.32,573.67,4352.93,5095.58,5608.56
A016590,신대양제지,79.5377262,0.4323,소재,소재,포장재,,22150,25300,15250,20193,0.0045,-0.0177,-0.0328,-0.0156,0.2071,0.429,246.848669,118.54058,99.807573,245.892353,0,-4.06,177.14,-619.91,3772.03,3421.67,0,-37.64,-48.03,-452.97,-8.93,-10.39,0,33.58,192.51,92.1,3856.18,4533.07,0,0,0,0,0,-201.01,0,-42.24,73.47,939.53,-3678.91,-3188.88,-0.22,4.35,-55.69,-208.91,266.25,293.36
A016600,큐캐피탈,50.93369006,0.4384,금융,다각화된금융,창업투자,,638,871,426,579,0.034,0.0127,0.1332,-0.1176,0.0016,0.3209,441.067015,603.052978,1158.805603,439.433757,0,0,-201.82,-201.82,-228.18,-1550.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1966.86,-1981.17,-1963.49,-2331.58,17.03,220.25,97.89,239.36,175,298.39
A016610,동부증권,153.2314643,0.5005,금융,증권,증권,동부,3610,5130,3100,3951,0.0014,-0.0123,0.1534,-0.0096,0.0042,-0.1238,254.109107,157.14257,188.442259,254.661909,-48.58,-108.62,-107.87,-108.22,-47.24,-602.79,0,0.05,0.8,0.47,0.24,-5.56,0,0,0,0,61.21,38.76,0,0,0,0,0,0,0,-40.16,-113.52,-252.66,-408.26,-521.95,14.54,76.52,45.36,-731.43,-1683.61,3473.97
A016670,포비스티앤씨,44.74098594,0.6029,IT,소프트웨어와서비스,소프트웨어,,1260,1985,951,1327,0.012,0.0202,-0.0418,-0.3208,0.0244,0.037,673.857087,202.834712,449.040452,671.24703,6.23,6.23,-390.58,-476.47,-3555.58,-3555.65,0,0,-446.55,-871.89,-3580.76,-3580.76,6.23,6.23,14.75,306.99,-183.63,-183.7,0,0,0,0,0,0,0,-59.03,-58.2,-249.55,242.99,-228.53,-3.51,52.2,-272.85,102.99,148.45,150.27
A016710,대성홀딩스,130.1637233,0.1425,유틸리티,유틸리티,가스유틸리티,대성,8090,10050,5810,6811,-0.0012,-0.0037,0.083,0.2003,0.3506,0.1475,251.88529,450.993558,481.096859,250.967021,0,-0.08,-0.21,-0.64,-0.64,-1.54,0,-0.08,-0.21,-0.64,-0.64,-1.54,0,0,0,0,0,0,0,0,0,0,0,0,4.7,17.88,-0.13,-31.47,2.85,23.97,6.41,12.1,24.23,141.26,-215.53,-350.62
A016800,퍼시스,292.1,0.3317,산업재,자본재,가구,,25400,36150,22600,28908,-0.0097,0.0221,-0.025,-0.0929,0.0099,-0.1346,193.542491,21.14956,942.203295,193.132138,0,-0.5,-0.84,-1.99,1319.01,1482.56,0,-0.5,-0.81,-0.81,1489.9,2337.14,0,0,0,0,-99.12,-434.09,0,0,0,0,0,-67.38,0,-19.43,17.97,23.56,451.67,17249.76,0,-36.94,-160.27,-206.22,-1675.81,-3864.65
A016880,웅진홀딩스,115.7232346,0.1621,경기관련소비재,내구소비재와의류,가정용기기와용품,웅진,1920,8310,1495,4573,0.0079,-0.0725,-0.1049,-0.4667,-0.6534,-0.5762,1498.76351,502.055002,1612.669822,1497.341717,0,0,25.43,275.99,295.36,-315.65,0,0,20.24,276.09,292.88,-73.94,0,0,0,-6.19,-115.55,-119.58,0,0,0,0,0,0,-38.05,-38.05,-38.05,-58.49,-20.6,144.5,30.27,22.21,-168.76,-4.88,-42.17,-1597.79
A016920,카스,28.95166048,0.4869,IT,기술하드웨어와장비,전자장비와기기,,1790,2635,1340,1837,0.0085,0.0437,-0.0504,-0.0821,-0.0028,0.321,1138.876712,132.345852,138.073608,1134.616951,0,0,-1.42,-19.27,-19.27,-19.29,0,0,0,-19.41,-19.41,-19.41,0,0,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,-8.64,-14.7,-53.18,9.07,13.2,23.19,-39.13,-202.72,-189.31
A017000,신원종합개발,22.75374283,0.5151,산업재,자본재,건설,,226,679,147,311,-0.0088,-0.0174,-0.1722,-0.4554,-0.3254,0.4214,2391.687283,292.316361,424.514509,2382.983057,0,0,0,0,0.12,-763.56,0,0,0,0,0,-763.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67,97.34,55.86,60.96,13.04,-9.2,182.64,-208.9,130.98,133.73
A017040,광명전기,107.6939733,0.7751,산업재,자본재,전기장비,,2485,4590,2210,2934,0.0205,0.029,-0.002,-0.1619,-0.0605,-0.2401,12165.55398,2232.733202,2542.882582,12521.04563,0,-0.02,5.2,30.03,-20.25,-13.86,0,-0.02,3.57,-1.56,-3.1,-5.23,0,0,1.63,1.63,-44.15,-45.24,0,0,0,0,0,0,0,20.44,55.99,70.82,182.35,495.87,-186.05,-26.03,-583.4,-986.14,-1888.69,-1523.09
A017180,명문제약,51.255,0.673,건강관리,제약과생물공학,제약,,3015,6550,2840,4159,-0.0211,-0.0549,0.0542,-0.1683,-0.3085,-0.2752,4939.27422,1055.504123,1757.270075,4928.292188,0,-0.14,-0.47,-9.51,-85.5,-168.66,0,-0.14,-0.47,-1.59,-86.49,-174.32,0,0,0,0,0,-0.06,0,0,0,0,0,0,88.46,90,403.93,327.78,514.54,-791.81,29.89,91.47,36.22,-637.45,-1598.3,-265.62
A017250,인터엠,28.74666564,0.4269,IT,기술하드웨어와장비,전자장비와기기,,1540,2145,1235,1619,0.0033,0.0065,-0.0065,-0.12,-0.0375,0.2222,458.730659,71.044772,63.093547,457.058015,0,0,-38.23,16.56,16.59,16.72,0,0,-38.23,16.56,16.56,16.56,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,-44.77,-45.49,-63.92,4.11,-28.89,-41.32,-106.04,-73.84,-14.92
A017370,우신시스템,32.9,0.6308,경기관련소비재,자동차와부품,자동차부품,,2350,3350,1900,2509,-0.0063,-0.0147,0.033,-0.0229,0.1408,-0.1637,216.562802,75.02554,109.747027,215.853496,0,-0.01,-0.03,-0.17,-731.61,-1662.82,0,-0.01,-0.03,-0.17,-291.99,-429.26,0,0,0,0,0,-353.59,0,0,0,0,0,0,0,0,-3.45,-9.8,-243.07,-275.13,-3.23,-5.15,-6.46,-59.02,13.51,-71.53
A017390,서울가스,401,0.0805,유틸리티,유틸리티,가스유틸리티,대성,80200,81800,42400,52844,0,0.0025,0.1935,0.2853,0.6708,0.5881,84.279373,290.07314,233.68001,83.956812,94.64,479.79,1797.27,2490.26,2970.93,2946.36,0,5.27,-262.39,-552.3,-181.51,-193.05,0,80.55,529.57,977.55,1071.01,1057.98,50.6,161.7,362.68,201.31,217.73,217.73,0,-29.85,-698.56,-1245.85,-1337.94,-1105.49,-22.09,160.61,449.43,466.27,349.67,320.46
A017480,삼현철강,58.5717797,0.4018,소재,소재,철강,,3730,4995,3330,4041,0.0054,0,0.0376,-0.0675,-0.1034,0.0987,229.827624,80.066341,89.261704,229.5707,0,0,0,0,132.57,1437.08,0,0,0,0,0,-1.21,0,0,0,0,89.22,1118.22,0,0,0,0,0,0,0,-49.04,-15.58,-194.12,-224.06,342.05,-1.49,-7.43,17.77,188.8,123.85,83.82
A017510,세명전기,75.92508,0.5067,산업재,자본재,전기장비,,4980,7100,3580,5034,0.0215,0.03,0.085,0.0153,0.1514,-0.0761,3461.769998,2898.694927,1838.875593,3475.731814,0,0,-0.69,-158.1,-69.29,-68.85,0,0,-0.69,-145.05,-65.3,-66.21,0,0,0,0,0,-0.03,0,0,0,0,0,0,-49.81,-49.81,-5.87,-36.94,-57.17,-58.96,49.57,51.23,28.49,-273.83,-212.1,-484.52
A017550,수산중공업,85.51375005,0.4445,산업재,자본재,기계,,1695,2240,1505,1798,-0.0029,-0.0029,-0.0287,-0.0635,-0.0145,0.1006,931.41896,323.464364,366.121203,929.034402,31.13,77.18,433.72,559.81,1508.81,2906.91,0,73.11,70.8,-85.35,-96.33,254.1,0,-60.23,-60.23,-345.65,-492.35,-157.81,0,0,5.52,5.52,128.08,459.11,32.15,72.8,68.91,86.68,-127.63,341.69,9.2,19.51,-62.83,89.54,12,637.23
A017650,대림제지,28.35,0.3272,소재,소재,종이와목재,,3150,3500,1815,2548,0.0032,-0.0079,0.0277,0.0396,0.25,0.6321,31.580618,24.63064,21.517977,31.463225,-0.15,-5.36,4.23,4.23,284.46,294.87,-0.15,-5.36,4.23,4.23,271.09,271.09,0,0,0,0,19.25,24.7,0,0,0,0,0,0,0,0,-7.02,-69.06,59.95,-76.11,0,0,0,0.04,0.86,11.07
A017670,SK텔레콤,12313.72093,0.6072,전기통신서비스,통신서비스,무선통신서비스,SK,152500,162500,120000,141480,0.0033,-0.0528,0.0235,0.0374,0.2348,0.0777,30349.26712,34860.0881,29499.43695,30387.61076,1011.6,10000.04,74976.15,342607.82,365665.53,15562.4,-2379.66,-35.74,1041.06,21167.97,31494.06,-99231.29,-281.81,4072.31,37900.16,151178.24,170813.3,-15940.59,3190.05,-6526.15,7918.93,101518.57,69891.1,-4594.36,0,-232.92,18.09,652.53,-1047.11,-328056.13,1687.26,10171.85,-15767.37,-262015.45,-194613.65,466218.74
A017680,데코네티션,29.5810049,0.217,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",이랜드,790,2165,708,1355,0.0051,-0.0516,-0.1309,-0.2255,-0.4968,-0.5635,87.805088,23.540565,22.44317,88.176416,0,0,0,0,-49.44,-71.15,0,0,0,0,0,-4.82,0,0,0,0,-49.44,-66.33,0,0,0,0,0,0,0,-9.26,-30.92,-24.23,70.76,-55.09,1.98,2.23,2.23,2.21,-11.45,-14.58
A017800,현대엘리베이터,1212.773969,0.5127,산업재,자본재,기계,현대,113000,152171,74700,101285,0.0273,0.0044,0.5067,0.1868,0.3553,-0.1049,4532.472317,22011.7613,28986.71318,4522.640546,-271.36,791.17,-5102.89,-8516.72,-7088.79,5301.46,-214.46,505.55,1570.5,1717.68,-349.16,8951.28,-73.96,82.95,-1515.07,-2120.31,-2180.52,313.29,0,33.84,-4023.33,-7030.16,-4935.6,-3623.47,-21.36,58.21,-137.34,-299.1,-11792.96,-72375.8,1190.1,2868.35,9623.02,7974.93,26598.58,57734.66
A017810,풀무원홀딩스,182.83656,0.3311,필수소비재,"식품,음료,담배",식품,,48000,51700,30850,37803,0.0105,0.0289,-0.0371,0.2632,0.3008,0.5,212.624839,171.3351,185.429168,212.254536,39.47,83.02,273.92,1607.8,-420.81,1791.14,28.11,71.66,-48.94,164.44,-1692.56,429.54,0,0,333.92,956.24,784.62,874.47,0,0,-2.44,10.82,10.82,10.82,28.56,28.56,17.78,-13.31,-42.77,-129.25,-132.59,-184.21,-811.94,-4943.31,-4227.73,-4118.75
A017890,한국알콜,73.6756416,0.5241,소재,소재,화학,,3410,4810,3020,3676,0.0074,0.0015,0.0965,-0.0271,0.021,-0.1763,235.240458,107.659405,112.55703,235.570486,0,-2.24,-65.48,-128.46,516.09,-902.05,0,-2.83,-1.43,-61.98,-150.61,-410.72,0,0,7.77,-71.96,82.9,-416.46,0,-6.8,-65.48,-82.75,-82.75,-1001.1,0,0,0,-21.45,-4.48,-56.79,1.8,6.17,43.34,-34.53,-5.04,87.72
A017900,광전자,105.7473675,0.4987,IT,기술하드웨어와장비,전자장비와기기,,1825,3830,1680,2537,0,0.0641,0.0799,-0.1723,-0.1816,-0.4306,886.00894,252.086089,199.265172,891.429423,0,1.85,1.77,2.32,1.83,131.33,0,1.85,1.77,1.25,0.89,-14.57,0,0,0,0,-0.04,-146.87,0,0,0,0,0,516.52,0,-0.01,6.3,-26.39,27.96,-95.54,5.22,-134.01,-433.52,-484.73,-493.65,1350.08
A017940,E1,474.712,0.3886,유틸리티,유틸리티,가스유틸리티,LS,69200,74600,45250,56993,0.0102,-0.0267,-0.0442,0.1326,0.4417,0.2815,432.594986,404.28434,596.42254,431.897949,-86.68,-117.84,217.32,644.61,2606.58,-1291.63,-1.38,28.9,-51.6,-793.95,-125.41,-196.8,-112.95,-243.74,-1039.81,-2373.58,-1936.4,-4121.95,0,-13.69,940.68,2444.26,2880.08,2418,-34.97,-24.59,-175.99,-2039.84,746.14,1429.14,72.43,81.83,1333.83,2939.39,2756.08,4277
A017960,한국카본,272.1792134,0.7403,산업재,자본재,조선,,7240,8910,4885,6349,0.024,0.0585,0.092,-0.163,0.366,0.2952,2512.331003,1820.710094,1545.803652,2507.029198,467.94,1464.57,1561.58,518.42,8441.4,18285.19,0,48.92,44.58,-909.11,390.09,537.52,17.88,253.23,408.21,-4143.79,-1861.73,-1810.86,453.63,504.36,448.62,3179.63,5608.1,14637.94,35.69,28.87,74.96,-247.16,235.58,342.5,-126.78,-314.25,-84.94,1289,10994.62,5179.99
A018000,유니슨,286.7049553,0.5893,산업재,자본재,기계,,6850,10250,5930,7679,0.0015,-0.02,-0.0486,-0.2389,0.0088,-0.0552,3152.940965,1203.81667,1353.3312,3167.32305,105.73,123.78,-129.68,-953.14,-840.49,-8540.9,49.84,49.84,74.88,-749.83,-1383.44,-1142.43,31.78,45.12,-31.65,327.2,36.27,1583.58,22.95,26.85,-155.22,-214.56,1200.31,1634.32,6.65,-83.58,5.55,-123.13,848.16,3262.03,90.72,243.44,625.11,2833.23,5483.56,5710.54
